銷售單號,SKU,客戶,出貨量,出貨日
SO-20250907-08115,S-1024,C-034,3,2025-09-07
SO-20250907-08116,S-1024,C-004,7,2025-09-07
SO-20250907-08117,S-1024,C-001,4,2025-09-07
SO-20250907-08118,S-1024,C-015,1,2025-09-07
SO-20250907-08119,S-1024,C-005,6,2025-09-07
SO-20250907-08120,S-1024,C-033,3,2025-09-07
SO-20250907-08121,S-1024,C-030,3,2025-09-07
SO-20250907-08122,S-1024,C-040,2,2025-09-07
SO-20250907-08123,S-1024,C-031,5,2025-09-07
SO-20250907-08124,S-1024,C-035,3,2025-09-07
SO-20250907-08125,S-1026,C-034,3,2025-09-07
SO-20250907-08126,S-1026,C-019,3,2025-09-07
SO-20250907-08127,S-1026,C-002,1,2025-09-07
SO-20250907-08128,S-1028,C-012,1,2025-09-07
SO-20250907-08129,S-1028,C-007,6,2025-09-07
SO-20250907-08130,S-1029,C-016,2,2025-09-07
SO-20250907-08131,S-1029,C-023,4,2025-09-07
SO-20250907-08132,S-1030,C-024,3,2025-09-07
SO-20250907-08133,S-1030,C-026,5,2025-09-07
SO-20250907-08134,S-1030,C-015,2,2025-09-07
SO-20250907-08135,S-1033,C-003,9,2025-09-07
SO-20250907-08136,S-1033,C-006,7,2025-09-07
SO-20250907-08137,S-1033,C-031,2,2025-09-07
SO-20250907-08138,S-1033,C-004,5,2025-09-07
SO-20250907-08139,S-1036,C-022,5,2025-09-07
SO-20250907-08140,S-1036,C-007,1,2025-09-07
SO-20250907-08141,S-1036,C-034,2,2025-09-07
SO-20250907-08142,S-1036,C-037,5,2025-09-07
SO-20250907-08143,S-1038,C-005,4,2025-09-07
SO-20250907-08144,S-1039,C-035,2,2025-09-07
SO-20250907-08145,S-1040,C-021,3,2025-09-07
SO-20250907-08146,S-1041,C-010,4,2025-09-07
SO-20250907-08147,S-1042,C-026,1,2025-09-07
SO-20250907-08148,S-1042,C-037,5,2025-09-07
SO-20250907-08149,S-1043,C-025,4,2025-09-07
SO-20250907-08150,S-1044,C-025,2,2025-09-07
SO-20250907-08151,S-1044,C-009,1,2025-09-07
SO-20250907-08152,S-1044,C-006,4,2025-09-07
SO-20250907-08153,S-1044,C-033,1,2025-09-07
SO-20250907-08154,S-1044,C-007,3,2025-09-07
SO-20250907-08155,S-1044,C-028,2,2025-09-07
SO-20250907-08156,S-1045,C-039,4,2025-09-07
SO-20250907-08157,S-1045,C-026,4,2025-09-07
SO-20250907-08158,S-1047,C-018,3,2025-09-07
SO-20250907-08159,S-1047,C-015,4,2025-09-07
SO-20250907-08160,S-1047,C-023,1,2025-09-07
SO-20250907-08161,S-1048,C-012,3,2025-09-07
SO-20250907-08162,S-1048,C-006,2,2025-09-07
SO-20250907-08163,S-1050,C-016,2,2025-09-07
SO-20250908-08164,S-1001,C-010,3,2025-09-08
SO-20250908-08165,S-1001,C-010,1,2025-09-08
SO-20250908-08166,S-1002,C-007,3,2025-09-08
SO-20250908-08167,S-1002,C-006,2,2025-09-08
SO-20250908-08168,S-1002,C-024,5,2025-09-08
SO-20250908-08169,S-1002,C-018,4,2025-09-08
SO-20250908-08170,S-1002,C-028,4,2025-09-08
SO-20250908-08171,S-1002,C-029,4,2025-09-08
SO-20250908-08172,S-1002,C-007,1,2025-09-08
SO-20250908-08173,S-1003,C-006,5,2025-09-08
SO-20250908-08174,S-1003,C-039,4,2025-09-08
SO-20250908-08175,S-1005,C-025,2,2025-09-08
SO-20250908-08176,S-1005,C-006,5,2025-09-08
SO-20250908-08177,S-1006,C-016,1,2025-09-08
SO-20250908-08178,S-1008,C-020,3,2025-09-08
SO-20250908-08179,S-1011,C-020,4,2025-09-08
SO-20250908-08180,S-1011,C-031,5,2025-09-08
SO-20250908-08181,S-1011,C-016,4,2025-09-08
SO-20250908-08182,S-1013,C-040,1,2025-09-08
SO-20250908-08183,S-1014,C-020,4,2025-09-08
SO-20250908-08184,S-1014,C-040,6,2025-09-08
SO-20250908-08185,S-1015,C-029,1,2025-09-08
SO-20250908-08186,S-1016,C-039,2,2025-09-08
SO-20250908-08187,S-1016,C-009,7,2025-09-08
SO-20250908-08188,S-1016,C-013,3,2025-09-08
SO-20250908-08189,S-1017,C-026,2,2025-09-08
SO-20250908-08190,S-1017,C-021,4,2025-09-08
SO-20250908-08191,S-1017,C-032,3,2025-09-08
SO-20250908-08192,S-1018,C-021,7,2025-09-08
SO-20250908-08193,S-1019,C-026,1,2025-09-08
SO-20250908-08194,S-1020,C-013,1,2025-09-08
SO-20250908-08195,S-1020,C-038,7,2025-09-08
SO-20250908-08196,S-1020,C-036,5,2025-09-08
SO-20250908-08197,S-1021,C-014,7,2025-09-08
SO-20250908-08198,S-1021,C-029,4,2025-09-08
SO-20250908-08199,S-1021,C-005,5,2025-09-08
SO-20250908-08200,S-1023,C-027,1,2025-09-08
SO-20250908-08201,S-1023,C-020,3,2025-09-08
SO-20250908-08202,S-1024,C-028,4,2025-09-08
SO-20250908-08203,S-1024,C-025,6,2025-09-08
SO-20250908-08204,S-1025,C-031,6,2025-09-08
SO-20250908-08205,S-1026,C-027,2,2025-09-08
SO-20250908-08206,S-1028,C-035,1,2025-09-08
SO-20250908-08207,S-1029,C-007,1,2025-09-08
SO-20250908-08208,S-1029,C-016,1,2025-09-08
SO-20250908-08209,S-1030,C-040,2,2025-09-08
SO-20250908-08210,S-1031,C-026,5,2025-09-08
SO-20250908-08211,S-1032,C-028,3,2025-09-08
SO-20250908-08212,S-1033,C-015,4,2025-09-08
SO-20250908-08213,S-1033,C-038,1,2025-09-08
SO-20250908-08214,S-1034,C-024,3,2025-09-08
SO-20250908-08215,S-1034,C-026,2,2025-09-08
SO-20250908-08216,S-1036,C-002,3,2025-09-08
SO-20250908-08217,S-1036,C-031,2,2025-09-08
SO-20250908-08218,S-1037,C-006,5,2025-09-08
SO-20250908-08219,S-1038,C-010,7,2025-09-08
SO-20250908-08220,S-1038,C-014,2,2025-09-08
SO-20250908-08221,S-1038,C-034,5,2025-09-08
SO-20250908-08222,S-1040,C-021,1,2025-09-08
SO-20250908-08223,S-1040,C-005,5,2025-09-08
SO-20250908-08224,S-1042,C-007,6,2025-09-08
SO-20250908-08225,S-1042,C-011,6,2025-09-08
SO-20250908-08226,S-1042,C-034,6,2025-09-08
SO-20250908-08227,S-1042,C-012,2,2025-09-08
SO-20250908-08228,S-1042,C-028,2,2025-09-08
SO-20250908-08229,S-1043,C-026,5,2025-09-08
SO-20250908-08230,S-1044,C-028,3,2025-09-08
SO-20250908-08231,S-1044,C-026,3,2025-09-08
SO-20250908-08232,S-1045,C-013,4,2025-09-08
SO-20250908-08233,S-1045,C-001,1,2025-09-08
SO-20250908-08234,S-1045,C-014,4,2025-09-08
SO-20250908-08235,S-1045,C-005,4,2025-09-08
SO-20250908-08236,S-1046,C-035,1,2025-09-08
SO-20250908-08237,S-1046,C-012,2,2025-09-08
SO-20250908-08238,S-1046,C-008,3,2025-09-08
SO-20250908-08239,S-1047,C-034,3,2025-09-08
SO-20250908-08240,S-1047,C-021,7,2025-09-08
SO-20250908-08241,S-1048,C-038,2,2025-09-08
SO-20250908-08242,S-1049,C-030,5,2025-09-08
SO-20250908-08243,S-1049,C-020,1,2025-09-08
SO-20250909-08244,S-1001,C-009,2,2025-09-09
SO-20250909-08245,S-1001,C-008,3,2025-09-09
SO-20250909-08246,S-1001,C-012,5,2025-09-09
SO-20250909-08247,S-1001,C-025,3,2025-09-09
SO-20250909-08248,S-1001,C-027,4,2025-09-09
SO-20250909-08249,S-1002,C-028,2,2025-09-09
SO-20250909-08250,S-1003,C-012,6,2025-09-09
SO-20250909-08251,S-1003,C-009,1,2025-09-09
SO-20250909-08252,S-1003,C-012,3,2025-09-09
SO-20250909-08253,S-1004,C-004,6,2025-09-09
SO-20250909-08254,S-1005,C-032,1,2025-09-09
SO-20250909-08255,S-1005,C-036,6,2025-09-09
SO-20250909-08256,S-1005,C-033,6,2025-09-09
SO-20250909-08257,S-1005,C-032,2,2025-09-09
SO-20250909-08258,S-1005,C-027,2,2025-09-09
SO-20250909-08259,S-1005,C-011,3,2025-09-09
SO-20250909-08260,S-1008,C-018,4,2025-09-09
SO-20250909-08261,S-1010,C-030,5,2025-09-09
SO-20250909-08262,S-1012,C-037,1,2025-09-09
SO-20250909-08263,S-1013,C-024,6,2025-09-09
SO-20250909-08264,S-1014,C-029,1,2025-09-09
SO-20250909-08265,S-1014,C-035,3,2025-09-09
SO-20250909-08266,S-1014,C-016,4,2025-09-09
SO-20250909-08267,S-1015,C-029,1,2025-09-09
SO-20250909-08268,S-1015,C-017,11,2025-09-09
SO-20250909-08269,S-1017,C-016,1,2025-09-09
SO-20250909-08270,S-1017,C-014,6,2025-09-09
SO-20250909-08271,S-1017,C-023,4,2025-09-09
SO-20250909-08272,S-1019,C-028,1,2025-09-09
SO-20250909-08273,S-1019,C-014,4,2025-09-09
SO-20250909-08274,S-1019,C-014,4,2025-09-09
SO-20250909-08275,S-1020,C-035,1,2025-09-09
SO-20250909-08276,S-1020,C-021,3,2025-09-09
SO-20250909-08277,S-1021,C-037,5,2025-09-09
SO-20250909-08278,S-1021,C-018,3,2025-09-09
SO-20250909-08279,S-1021,C-007,6,2025-09-09
SO-20250909-08280,S-1021,C-009,3,2025-09-09
SO-20250909-08281,S-1021,C-004,7,2025-09-09
SO-20250909-08282,S-1022,C-009,8,2025-09-09
SO-20250909-08283,S-1022,C-009,3,2025-09-09
SO-20250909-08284,S-1022,C-016,4,2025-09-09
SO-20250909-08285,S-1023,C-032,4,2025-09-09
SO-20250909-08286,S-1023,C-010,1,2025-09-09
SO-20250909-08287,S-1023,C-027,2,2025-09-09
SO-20250909-08288,S-1024,C-006,3,2025-09-09
SO-20250909-08289,S-1024,C-026,4,2025-09-09
SO-20250909-08290,S-1024,C-024,2,2025-09-09
SO-20250909-08291,S-1026,C-038,4,2025-09-09
SO-20250909-08292,S-1027,C-006,4,2025-09-09
SO-20250909-08293,S-1028,C-023,1,2025-09-09
SO-20250909-08294,S-1028,C-026,6,2025-09-09
SO-20250909-08295,S-1030,C-014,6,2025-09-09
SO-20250909-08296,S-1030,C-019,2,2025-09-09
SO-20250909-08297,S-1033,C-022,1,2025-09-09
SO-20250909-08298,S-1033,C-004,3,2025-09-09
SO-20250909-08299,S-1033,C-030,6,2025-09-09
SO-20250909-08300,S-1034,C-011,8,2025-09-09
SO-20250909-08301,S-1034,C-029,4,2025-09-09
SO-20250909-08302,S-1036,C-009,1,2025-09-09
SO-20250909-08303,S-1036,C-020,6,2025-09-09
SO-20250909-08304,S-1036,C-018,6,2025-09-09
SO-20250909-08305,S-1037,C-006,5,2025-09-09
SO-20250909-08306,S-1037,C-024,5,2025-09-09
SO-20250909-08307,S-1040,C-015,4,2025-09-09
SO-20250909-08308,S-1040,C-007,3,2025-09-09
SO-20250909-08309,S-1040,C-001,4,2025-09-09
SO-20250909-08310,S-1042,C-029,1,2025-09-09
SO-20250909-08311,S-1042,C-001,2,2025-09-09
SO-20250909-08312,S-1042,C-008,5,2025-09-09
SO-20250909-08313,S-1043,C-009,6,2025-09-09
SO-20250909-08314,S-1044,C-006,2,2025-09-09
SO-20250909-08315,S-1044,C-007,4,2025-09-09
SO-20250909-08316,S-1045,C-020,5,2025-09-09
SO-20250909-08317,S-1045,C-009,6,2025-09-09
SO-20250909-08318,S-1045,C-010,6,2025-09-09
SO-20250909-08319,S-1046,C-040,5,2025-09-09
SO-20250909-08320,S-1046,C-014,2,2025-09-09
SO-20250909-08321,S-1046,C-010,2,2025-09-09
SO-20250909-08322,S-1047,C-029,2,2025-09-09
SO-20250909-08323,S-1047,C-007,4,2025-09-09
SO-20250909-08324,S-1047,C-009,3,2025-09-09
SO-20250909-08325,S-1048,C-025,1,2025-09-09
SO-20250909-08326,S-1048,C-009,2,2025-09-09
SO-20250909-08327,S-1048,C-016,5,2025-09-09
SO-20250909-08328,S-1048,C-036,3,2025-09-09
SO-20250909-08329,S-1049,C-019,1,2025-09-09
SO-20250910-08330,S-1001,C-020,1,2025-09-10
SO-20250910-08331,S-1001,C-013,4,2025-09-10
SO-20250910-08332,S-1001,C-026,6,2025-09-10
SO-20250910-08333,S-1002,C-016,4,2025-09-10
SO-20250910-08334,S-1002,C-032,3,2025-09-10
SO-20250910-08335,S-1002,C-039,4,2025-09-10
SO-20250910-08336,S-1002,C-001,7,2025-09-10
SO-20250910-08337,S-1003,C-009,8,2025-09-10
SO-20250910-08338,S-1003,C-025,3,2025-09-10
SO-20250910-08339,S-1003,C-024,5,2025-09-10
SO-20250910-08340,S-1003,C-035,2,2025-09-10
SO-20250910-08341,S-1004,C-005,1,2025-09-10
SO-20250910-08342,S-1005,C-017,4,2025-09-10
SO-20250910-08343,S-1005,C-026,4,2025-09-10
SO-20250910-08344,S-1005,C-033,8,2025-09-10
SO-20250910-08345,S-1005,C-027,3,2025-09-10
SO-20250910-08346,S-1006,C-035,2,2025-09-10
SO-20250910-08347,S-1006,C-035,4,2025-09-10
SO-20250910-08348,S-1008,C-014,3,2025-09-10
SO-20250910-08349,S-1009,C-021,5,2025-09-10
SO-20250910-08350,S-1012,C-005,5,2025-09-10
SO-20250910-08351,S-1012,C-020,1,2025-09-10
SO-20250910-08352,S-1015,C-006,3,2025-09-10
SO-20250910-08353,S-1016,C-040,3,2025-09-10
SO-20250910-08354,S-1016,C-012,2,2025-09-10
SO-20250910-08355,S-1017,C-001,6,2025-09-10
SO-20250910-08356,S-1018,C-034,6,2025-09-10
SO-20250910-08357,S-1019,C-017,1,2025-09-10
SO-20250910-08358,S-1019,C-011,3,2025-09-10
SO-20250910-08359,S-1019,C-018,1,2025-09-10
SO-20250910-08360,S-1019,C-008,6,2025-09-10
SO-20250910-08361,S-1019,C-028,4,2025-09-10
SO-20250910-08362,S-1020,C-037,3,2025-09-10
SO-20250910-08363,S-1021,C-033,2,2025-09-10
SO-20250910-08364,S-1021,C-024,2,2025-09-10
SO-20250910-08365,S-1021,C-011,7,2025-09-10
SO-20250910-08366,S-1022,C-007,2,2025-09-10
SO-20250910-08367,S-1022,C-037,5,2025-09-10
SO-20250910-08368,S-1022,C-033,3,2025-09-10
SO-20250910-08369,S-1022,C-001,3,2025-09-10
SO-20250910-08370,S-1022,C-016,7,2025-09-10
SO-20250910-08371,S-1022,C-003,5,2025-09-10
SO-20250910-08372,S-1024,C-003,6,2025-09-10
SO-20250910-08373,S-1024,C-036,7,2025-09-10
SO-20250910-08374,S-1024,C-027,5,2025-09-10
SO-20250910-08375,S-1024,C-015,1,2025-09-10
SO-20250910-08376,S-1026,C-005,3,2025-09-10
SO-20250910-08377,S-1026,C-037,2,2025-09-10
SO-20250910-08378,S-1026,C-004,2,2025-09-10
SO-20250910-08379,S-1026,C-012,5,2025-09-10
SO-20250910-08380,S-1026,C-003,4,2025-09-10
SO-20250910-08381,S-1028,C-030,3,2025-09-10
SO-20250910-08382,S-1028,C-020,6,2025-09-10
SO-20250910-08383,S-1030,C-001,6,2025-09-10
SO-20250910-08384,S-1032,C-016,4,2025-09-10
SO-20250910-08385,S-1035,C-013,1,2025-09-10
SO-20250910-08386,S-1035,C-035,4,2025-09-10
SO-20250910-08387,S-1035,C-001,4,2025-09-10
SO-20250910-08388,S-1036,C-035,4,2025-09-10
SO-20250910-08389,S-1037,C-001,1,2025-09-10
SO-20250910-08390,S-1038,C-025,4,2025-09-10
SO-20250910-08391,S-1038,C-020,3,2025-09-10
SO-20250910-08392,S-1038,C-016,5,2025-09-10
SO-20250910-08393,S-1039,C-010,1,2025-09-10
SO-20250910-08394,S-1039,C-018,6,2025-09-10
SO-20250910-08395,S-1040,C-034,6,2025-09-10
SO-20250910-08396,S-1040,C-030,1,2025-09-10
SO-20250910-08397,S-1040,C-006,6,2025-09-10
SO-20250910-08398,S-1040,C-026,1,2025-09-10
SO-20250910-08399,S-1042,C-028,5,2025-09-10
SO-20250910-08400,S-1042,C-019,3,2025-09-10
SO-20250910-08401,S-1042,C-017,3,2025-09-10
SO-20250910-08402,S-1042,C-026,6,2025-09-10
SO-20250910-08403,S-1044,C-021,1,2025-09-10
SO-20250910-08404,S-1044,C-013,2,2025-09-10
SO-20250910-08405,S-1045,C-007,6,2025-09-10
SO-20250910-08406,S-1045,C-010,6,2025-09-10
SO-20250910-08407,S-1046,C-021,5,2025-09-10
SO-20250910-08408,S-1046,C-014,1,2025-09-10
SO-20250910-08409,S-1046,C-029,5,2025-09-10
SO-20250910-08410,S-1047,C-008,5,2025-09-10
SO-20250910-08411,S-1048,C-020,5,2025-09-10
SO-20250910-08412,S-1048,C-003,5,2025-09-10
SO-20250910-08413,S-1048,C-014,1,2025-09-10
SO-20250910-08414,S-1048,C-006,4,2025-09-10
SO-20250910-08415,S-1048,C-016,2,2025-09-10
SO-20250910-08416,S-1048,C-004,5,2025-09-10
SO-20250910-08417,S-1048,C-020,3,2025-09-10
SO-20250910-08418,S-1048,C-002,3,2025-09-10
SO-20250910-08419,S-1049,C-036,7,2025-09-10
SO-20250910-08420,S-1049,C-036,2,2025-09-10
SO-20250910-08421,S-1049,C-009,4,2025-09-10
SO-20250910-08422,S-1049,C-008,6,2025-09-10
SO-20250910-08423,S-1050,C-015,4,2025-09-10
SO-20250910-08424,S-1050,C-024,6,2025-09-10
SO-20250911-08425,S-1001,C-006,2,2025-09-11
SO-20250911-08426,S-1001,C-038,1,2025-09-11
SO-20250911-08427,S-1001,C-005,1,2025-09-11
SO-20250911-08428,S-1001,C-002,1,2025-09-11
SO-20250911-08429,S-1001,C-029,5,2025-09-11
SO-20250911-08430,S-1002,C-022,4,2025-09-11
SO-20250911-08431,S-1002,C-008,3,2025-09-11
SO-20250911-08432,S-1002,C-011,6,2025-09-11
SO-20250911-08433,S-1002,C-037,4,2025-09-11
SO-20250911-08434,S-1004,C-028,2,2025-09-11
SO-20250911-08435,S-1004,C-012,4,2025-09-11
SO-20250911-08436,S-1006,C-010,3,2025-09-11
SO-20250911-08437,S-1006,C-003,6,2025-09-11
SO-20250911-08438,S-1006,C-019,1,2025-09-11
SO-20250911-08439,S-1011,C-034,2,2025-09-11
SO-20250911-08440,S-1011,C-016,5,2025-09-11
SO-20250911-08441,S-1014,C-023,1,2025-09-11
SO-20250911-08442,S-1014,C-023,1,2025-09-11
SO-20250911-08443,S-1014,C-037,4,2025-09-11
SO-20250911-08444,S-1016,C-015,4,2025-09-11
SO-20250911-08445,S-1017,C-018,7,2025-09-11
SO-20250911-08446,S-1017,C-004,4,2025-09-11
SO-20250911-08447,S-1021,C-016,4,2025-09-11
SO-20250911-08448,S-1021,C-016,5,2025-09-11
SO-20250911-08449,S-1021,C-004,3,2025-09-11
SO-20250911-08450,S-1021,C-015,7,2025-09-11
SO-20250911-08451,S-1021,C-025,1,2025-09-11
SO-20250911-08452,S-1024,C-038,4,2025-09-11
SO-20250911-08453,S-1024,C-021,2,2025-09-11
SO-20250911-08454,S-1024,C-038,5,2025-09-11
SO-20250911-08455,S-1024,C-002,1,2025-09-11
SO-20250911-08456,S-1024,C-037,3,2025-09-11
SO-20250911-08457,S-1024,C-037,2,2025-09-11
SO-20250911-08458,S-1024,C-032,7,2025-09-11
SO-20250911-08459,S-1025,C-003,2,2025-09-11
SO-20250911-08460,S-1026,C-015,5,2025-09-11
SO-20250911-08461,S-1026,C-002,4,2025-09-11
SO-20250911-08462,S-1026,C-040,3,2025-09-11
SO-20250911-08463,S-1028,C-012,5,2025-09-11
SO-20250911-08464,S-1028,C-021,7,2025-09-11
SO-20250911-08465,S-1030,C-010,4,2025-09-11
SO-20250911-08466,S-1030,C-024,4,2025-09-11
SO-20250911-08467,S-1032,C-026,3,2025-09-11
SO-20250911-08468,S-1033,C-021,3,2025-09-11
SO-20250911-08469,S-1034,C-028,4,2025-09-11
SO-20250911-08470,S-1034,C-021,5,2025-09-11
SO-20250911-08471,S-1036,C-040,8,2025-09-11
SO-20250911-08472,S-1036,C-038,4,2025-09-11
SO-20250911-08473,S-1036,C-012,2,2025-09-11
SO-20250911-08474,S-1038,C-001,3,2025-09-11
SO-20250911-08475,S-1038,C-037,5,2025-09-11
SO-20250911-08476,S-1040,C-039,4,2025-09-11
SO-20250911-08477,S-1040,C-021,3,2025-09-11
SO-20250911-08478,S-1040,C-015,8,2025-09-11
SO-20250911-08479,S-1040,C-037,1,2025-09-11
SO-20250911-08480,S-1041,C-022,5,2025-09-11
SO-20250911-08481,S-1042,C-021,2,2025-09-11
SO-20250911-08482,S-1042,C-006,6,2025-09-11
SO-20250911-08483,S-1043,C-022,5,2025-09-11
SO-20250911-08484,S-1043,C-029,1,2025-09-11
SO-20250911-08485,S-1043,C-005,5,2025-09-11
SO-20250911-08486,S-1044,C-001,1,2025-09-11
SO-20250911-08487,S-1044,C-004,6,2025-09-11
SO-20250911-08488,S-1044,C-011,1,2025-09-11
SO-20250911-08489,S-1045,C-025,5,2025-09-11
SO-20250911-08490,S-1045,C-023,2,2025-09-11
SO-20250911-08491,S-1045,C-031,3,2025-09-11
SO-20250911-08492,S-1045,C-037,3,2025-09-11
SO-20250911-08493,S-1048,C-003,4,2025-09-11
SO-20250911-08494,S-1048,C-007,3,2025-09-11
SO-20250911-08495,S-1048,C-005,5,2025-09-11
SO-20250911-08496,S-1048,C-011,1,2025-09-11
SO-20250911-08497,S-1048,C-005,7,2025-09-11
SO-20250912-08498,S-1001,C-040,5,2025-09-12
SO-20250912-08499,S-1001,C-028,6,2025-09-12
SO-20250912-08500,S-1001,C-011,2,2025-09-12
SO-20250912-08501,S-1001,C-004,2,2025-09-12
SO-20250912-08502,S-1001,C-007,2,2025-09-12
SO-20250912-08503,S-1003,C-035,1,2025-09-12
SO-20250912-08504,S-1003,C-017,5,2025-09-12
SO-20250912-08505,S-1003,C-007,3,2025-09-12
SO-20250912-08506,S-1003,C-004,2,2025-09-12
SO-20250912-08507,S-1003,C-032,2,2025-09-12
SO-20250912-08508,S-1003,C-010,5,2025-09-12
SO-20250912-08509,S-1004,C-006,4,2025-09-12
SO-20250912-08510,S-1005,C-039,6,2025-09-12
SO-20250912-08511,S-1005,C-014,3,2025-09-12
SO-20250912-08512,S-1006,C-006,4,2025-09-12
SO-20250912-08513,S-1008,C-026,4,2025-09-12
SO-20250912-08514,S-1010,C-025,3,2025-09-12
SO-20250912-08515,S-1011,C-024,5,2025-09-12
SO-20250912-08516,S-1011,C-012,7,2025-09-12
SO-20250912-08517,S-1011,C-030,2,2025-09-12
SO-20250912-08518,S-1011,C-017,4,2025-09-12
SO-20250912-08519,S-1011,C-004,4,2025-09-12
SO-20250912-08520,S-1012,C-007,5,2025-09-12
SO-20250912-08521,S-1012,C-006,6,2025-09-12
SO-20250912-08522,S-1016,C-025,4,2025-09-12
SO-20250912-08523,S-1016,C-034,4,2025-09-12
SO-20250912-08524,S-1018,C-016,5,2025-09-12
SO-20250912-08525,S-1019,C-003,3,2025-09-12
SO-20250912-08526,S-1020,C-037,1,2025-09-12
SO-20250912-08527,S-1021,C-008,2,2025-09-12
SO-20250912-08528,S-1021,C-029,1,2025-09-12
SO-20250912-08529,S-1021,C-014,6,2025-09-12
SO-20250912-08530,S-1022,C-028,4,2025-09-12
SO-20250912-08531,S-1022,C-006,3,2025-09-12
SO-20250912-08532,S-1022,C-010,6,2025-09-12
SO-20250912-08533,S-1022,C-039,3,2025-09-12
SO-20250912-08534,S-1022,C-005,3,2025-09-12
SO-20250912-08535,S-1022,C-006,8,2025-09-12
SO-20250912-08536,S-1022,C-021,2,2025-09-12
SO-20250912-08537,S-1022,C-018,5,2025-09-12
SO-20250912-08538,S-1022,C-001,1,2025-09-12
SO-20250912-08539,S-1022,C-040,3,2025-09-12
SO-20250912-08540,S-1022,C-008,1,2025-09-12
SO-20250912-08541,S-1024,C-038,4,2025-09-12
SO-20250912-08542,S-1024,C-007,1,2025-09-12
SO-20250912-08543,S-1026,C-007,2,2025-09-12
SO-20250912-08544,S-1026,C-023,4,2025-09-12
SO-20250912-08545,S-1026,C-027,1,2025-09-12
SO-20250912-08546,S-1026,C-037,3,2025-09-12
SO-20250912-08547,S-1026,C-039,6,2025-09-12
SO-20250912-08548,S-1026,C-026,2,2025-09-12
SO-20250912-08549,S-1028,C-026,6,2025-09-12
SO-20250912-08550,S-1028,C-022,8,2025-09-12
SO-20250912-08551,S-1028,C-016,5,2025-09-12
SO-20250912-08552,S-1029,C-018,4,2025-09-12
SO-20250912-08553,S-1029,C-020,4,2025-09-12
SO-20250912-08554,S-1030,C-007,2,2025-09-12
SO-20250912-08555,S-1030,C-015,7,2025-09-12
SO-20250912-08556,S-1031,C-029,8,2025-09-12
SO-20250912-08557,S-1034,C-006,1,2025-09-12
SO-20250912-08558,S-1034,C-027,4,2025-09-12
SO-20250912-08559,S-1035,C-024,3,2025-09-12
SO-20250912-08560,S-1035,C-004,1,2025-09-12
SO-20250912-08561,S-1035,C-020,2,2025-09-12
SO-20250912-08562,S-1035,C-033,3,2025-09-12
SO-20250912-08563,S-1037,C-012,1,2025-09-12
SO-20250912-08564,S-1038,C-004,5,2025-09-12
SO-20250912-08565,S-1039,C-024,4,2025-09-12
SO-20250912-08566,S-1039,C-013,6,2025-09-12
SO-20250912-08567,S-1039,C-033,3,2025-09-12
SO-20250912-08568,S-1040,C-002,1,2025-09-12
SO-20250912-08569,S-1040,C-016,6,2025-09-12
SO-20250912-08570,S-1040,C-012,2,2025-09-12
SO-20250912-08571,S-1040,C-031,5,2025-09-12
SO-20250912-08572,S-1042,C-006,6,2025-09-12
SO-20250912-08573,S-1043,C-011,3,2025-09-12
SO-20250912-08574,S-1043,C-037,5,2025-09-12
SO-20250912-08575,S-1043,C-015,4,2025-09-12
SO-20250912-08576,S-1044,C-018,2,2025-09-12
SO-20250912-08577,S-1046,C-001,2,2025-09-12
SO-20250912-08578,S-1047,C-012,4,2025-09-12
SO-20250912-08579,S-1048,C-017,3,2025-09-12
SO-20250912-08580,S-1048,C-018,1,2025-09-12
SO-20250912-08581,S-1048,C-028,1,2025-09-12
SO-20250912-08582,S-1048,C-030,7,2025-09-12
SO-20250913-08583,S-1001,C-026,2,2025-09-13
SO-20250913-08584,S-1001,C-038,1,2025-09-13
SO-20250913-08585,S-1001,C-024,5,2025-09-13
SO-20250913-08586,S-1001,C-036,5,2025-09-13
SO-20250913-08587,S-1001,C-020,2,2025-09-13
SO-20250913-08588,S-1002,C-022,3,2025-09-13
SO-20250913-08589,S-1003,C-018,6,2025-09-13
SO-20250913-08590,S-1004,C-020,3,2025-09-13
SO-20250913-08591,S-1005,C-016,4,2025-09-13
SO-20250913-08592,S-1005,C-004,6,2025-09-13
SO-20250913-08593,S-1005,C-039,5,2025-09-13
SO-20250913-08594,S-1005,C-026,1,2025-09-13
SO-20250913-08595,S-1005,C-002,2,2025-09-13
SO-20250913-08596,S-1005,C-032,1,2025-09-13
SO-20250913-08597,S-1006,C-027,3,2025-09-13
SO-20250913-08598,S-1006,C-038,1,2025-09-13
SO-20250913-08599,S-1008,C-013,1,2025-09-13
SO-20250913-08600,S-1010,C-031,2,2025-09-13
SO-20250913-08601,S-1012,C-033,2,2025-09-13
SO-20250913-08602,S-1012,C-036,3,2025-09-13
SO-20250913-08603,S-1012,C-012,5,2025-09-13
SO-20250913-08604,S-1013,C-017,6,2025-09-13
SO-20250913-08605,S-1014,C-012,1,2025-09-13
SO-20250913-08606,S-1015,C-006,2,2025-09-13
SO-20250913-08607,S-1015,C-020,4,2025-09-13
SO-20250913-08608,S-1016,C-024,1,2025-09-13
SO-20250913-08609,S-1016,C-017,6,2025-09-13
SO-20250913-08610,S-1019,C-038,4,2025-09-13
SO-20250913-08611,S-1019,C-031,1,2025-09-13
SO-20250913-08612,S-1020,C-025,5,2025-09-13
SO-20250913-08613,S-1021,C-010,1,2025-09-13
